0.31524,0.36464,0.39988,Before extraction
0.40466,0.43256,0.32177,Before extraction
0.39471,0.42169,0.43791,Before extraction
0.34256,0.41216,0.4616,After extraction
0.49395,0.36101,0.39889,After extraction
0.46877,0.44933,0.41545,After extraction
