0.45762,0.42104,0.33537,Before extraction
0.49686,0.50077,0.41747,Before extraction
0.41823,0.41584,0.51102,Before extraction
0.44813,0.41813,0.51438,After extraction
0.40985,0.47349,0.43303,After extraction
