k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae_[XI],g__Peptostreptococcaceae_[XI][G-1],s__[Eubacterium]_infirmum,Zotu66
k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,NA,NA,Zotu67
k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__dentalis,Zotu69
k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__profusa,Zotu7
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae_[XI],g__Peptostreptococcaceae_[XI][G-9],s__[Eubacterium]_brachy,Zotu71
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,NA,Zotu74
k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobulbaceae,g__Desulfobulbus,s__sp._oral_taxon_041,Zotu76
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__sanguinis,Zotu77
k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__buccae,Zotu78
k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,NA,Zotu8
k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,NA,Zotu80
k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae,g__Veillonella,s__dispar,Zotu81
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,(s__salivarius/s__vestibularis),Zotu83
k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__gracilis,Zotu85
k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae,g__Veillonellaceae_[G-1],(s__sp._oral_taxon_129/s__sp._oral_taxon_132/s__sp._oral_taxon_150),Zotu87
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae_[XV],g__Pseudoramibacter,s__alactolyticus,Zotu9
k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__sp._oral_taxon_807,Zotu90
k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__maltophilum,Zotu91
k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Slackia,s__exigua,Zotu92
k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae,g__Dialister,s__pneumosintes,Zotu94
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae_[XIV],g__Oribacterium,s__sp._oral_taxon_078,Zotu95
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,NA,NA,Zotu98
k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,(s__rectus/s__showae),Zotu99
